cle_triptyque_temps,chapter,Num_paragr,Num_phrase,Phrase,Sujet,Verbe,Objet,time_texte_coref,time_code_coref,time_debut_coref,time_fin_coref,time_source_coref,time_ud_governor_coref,time_texte_auto,time_code_auto,time_debut_auto,time_fin_auto,time_source_auto,time_ud_governor_auto,temps_coref,temps_auto,statut_temps
6083 || 6086 || 6088,3,127,265,"Donc, ajouta -t -il en consultant un calendrier de poche, puisque c' est aujourd'hui mercredi 2 octobre, je devrai être de retour à Londres, dans ce salon même du Reform - Club, le samedi 21 décembre, à huit heures quarante - cinq du soir, faute de quoi les vingt mille livres déposées actuellement à mon crédit chez Baring frères vous appartiendront de fait et de droit, messieurs.",-t,consultant,un calendrier de poche,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6100 || 6101 || 6106,3,127,265,"Donc, ajouta -t -il en consultant un calendrier de poche, puisque c' est aujourd'hui mercredi 2 octobre, je devrai être de retour à Londres, dans ce salon même du Reform - Club, le samedi 21 décembre, à huit heures quarante - cinq du soir, faute de quoi les vingt mille livres déposées actuellement à mon crédit chez Baring frères vous appartiendront de fait et de droit, messieurs.",je,devrai,à Londres,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6100 || 6101 || 6110,3,127,265,"Donc, ajouta -t -il en consultant un calendrier de poche, puisque c' est aujourd'hui mercredi 2 octobre, je devrai être de retour à Londres, dans ce salon même du Reform - Club, le samedi 21 décembre, à huit heures quarante - cinq du soir, faute de quoi les vingt mille livres déposées actuellement à mon crédit chez Baring frères vous appartiendront de fait et de droit, messieurs.",je,devrai,dans ce salon même du Reform-Club,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6100 || 6101 || 6118,3,127,265,"Donc, ajouta -t -il en consultant un calendrier de poche, puisque c' est aujourd'hui mercredi 2 octobre, je devrai être de retour à Londres, dans ce salon même du Reform - Club, le samedi 21 décembre, à huit heures quarante - cinq du soir, faute de quoi les vingt mille livres déposées actuellement à mon crédit chez Baring frères vous appartiendront de fait et de droit, messieurs.",je,devrai,le samedi 21 décembre,le samedi 21 décembre,1872-12-21-20-00,,,objet,retour,le samedi 21 décembre,1872-12-21-00-00,,,objet,retour,1872-12-21-20,1872-12-21-00,temps_different
6100 || 6101 || 6124,3,127,265,"Donc, ajouta -t -il en consultant un calendrier de poche, puisque c' est aujourd'hui mercredi 2 octobre, je devrai être de retour à Londres, dans ce salon même du Reform - Club, le samedi 21 décembre, à huit heures quarante - cinq du soir, faute de quoi les vingt mille livres déposées actuellement à mon crédit chez Baring frères vous appartiendront de fait et de droit, messieurs.",je,devrai,à huit heures quarante-cinq du soir,à huit heures quarante - cinq du soir,1872-12-21-20-00,,,objet,retour,à huit heures quarante - cinq du soir,1872-12-21-20-45,,,objet,retour,1872-12-21-20,1872-12-21-20-45,temps_different
_ || 6138 || 6142,3,127,265,"Donc, ajouta -t -il en consultant un calendrier de poche, puisque c' est aujourd'hui mercredi 2 octobre, je devrai être de retour à Londres, dans ce salon même du Reform - Club, le samedi 21 décembre, à huit heures quarante - cinq du soir, faute de quoi les vingt mille livres déposées actuellement à mon crédit chez Baring frères vous appartiendront de fait et de droit, messieurs.",,déposées,à mon crédit,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
_ || 6138 || 6144,3,127,265,"Donc, ajouta -t -il en consultant un calendrier de poche, puisque c' est aujourd'hui mercredi 2 octobre, je devrai être de retour à Londres, dans ce salon même du Reform - Club, le samedi 21 décembre, à huit heures quarante - cinq du soir, faute de quoi les vingt mille livres déposées actuellement à mon crédit chez Baring frères vous appartiendront de fait et de droit, messieurs.",,déposées,chez Baring frères,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6137 || 6147 || 6146,3,127,265,"Donc, ajouta -t -il en consultant un calendrier de poche, puisque c' est aujourd'hui mercredi 2 octobre, je devrai être de retour à Londres, dans ce salon même du Reform - Club, le samedi 21 décembre, à huit heures quarante - cinq du soir, faute de quoi les vingt mille livres déposées actuellement à mon crédit chez Baring frères vous appartiendront de fait et de droit, messieurs.",les vingt mille livres,appartiendront,vous,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6137 || 6147 || 6149,3,127,265,"Donc, ajouta -t -il en consultant un calendrier de poche, puisque c' est aujourd'hui mercredi 2 octobre, je devrai être de retour à Londres, dans ce salon même du Reform - Club, le samedi 21 décembre, à huit heures quarante - cinq du soir, faute de quoi les vingt mille livres déposées actuellement à mon crédit chez Baring frères vous appartiendront de fait et de droit, messieurs.",les vingt mille livres,appartiendront,de fait et de droit,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
_ || 6157 || 6159,3,127,266,- Voici un chèque de pareille somme.,,Voici,un chèque de pareille somme,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6166 || 6170 || 6173,3,128,268,Un procès-verbal du pari fut fait et signé sur-le-champ par les six co-intéressés.,Un procès-verbal du pari,fait,sur-le-champ,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6166 || 6170 || 6177,3,128,268,Un procès-verbal du pari fut fait et signé sur-le-champ par les six co-intéressés.,Un procès-verbal du pari,fait,par les six co-intéressés,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6166 || 6172 || _,3,128,268,Un procès-verbal du pari fut fait et signé sur-le-champ par les six co-intéressés.,Un procès-verbal du pari,signé,,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6179 || 6182 || _,3,128,269,Phileas Fogg était demeuré froid.,Phileas Fogg,demeuré,,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6185 || 6190 || _,3,128,270,"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",Il,parié,,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6185 || 6192 || _,3,128,270,"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",Il,gagner,,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6185 || 6197 || 6201,3,128,270,"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",Il,engagé,ces vingt mille livres-la moitié de sa fortune,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6212 || 6213 || _,3,128,270,"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",il,prévoyait,,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6215 || 6216 || 6234,3,128,270,"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",il,pourrait,pour inexécutable projet,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6215 || 6217 || _,3,128,270,"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",il,avoir,,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
_ || 6219 || 6221,3,128,270,"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",,dépenser,l'autre,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
_ || 6223 || 6225,3,128,270,"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",,mener,à bien,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
_ || 6223 || 6228,3,128,270,"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",,mener,"ce difficile,",-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
_ || 6232 || _,3,128,270,"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",,dire,,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6243 || 6244 || 6239,3,128,271,"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,paraissaient,Quant à ses adversaires,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6243 || 6244 || 6241,3,128,271,"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,paraissaient,eux,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6243 || 6244 || 6250,3,128,271,"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,paraissaient,non pas à cause de la valeur de l'enjeu,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6243 || 6245 || _,3,128,271,"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,émus,,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6261 || 6263 || 6262,3,128,271,"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,faisaient,se,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6261 || 6263 || 6265,3,128,271,"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,faisaient,une sorte de scrupule,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
_ || 6269 || 6272,3,128,271,"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",,lutter,dans ces conditions,-ce soir même,1872-10-02-20-00,,,precedent_context,répondit,-ce soir même,1872-09-29-20-00,,,precedent_context,répondit,1872-10-02-20,1872-09-29-20,temps_different
6275 || 6276 || _,3,129,272,Sept heures sonnaient alors.,Sept heures,sonnaient,,sept heures,1872-10-02-19-00,,,sujet,sonnaient,sept heures sonnaient,1872-12-21-07-00,,,sujet,sonnaient,1872-10-02-19,1872-12-21-07,temps_different
6279 || 6280 || 6282,3,129,273,On offrit à Mr. Fogg de suspendre le whist afin qu' il pût faire ses préparatifs de départ.,On,offrit,à Mr. Fogg,sept heures,1872-10-02-19-00,,,precedent_context,sonnaient,sept heures sonnaient,1872-12-21-07-00,,,precedent_context,sonnaient,1872-10-02-19,1872-12-21-07,temps_different
6279 || 6285 || 6287,3,129,273,On offrit à Mr. Fogg de suspendre le whist afin qu' il pût faire ses préparatifs de départ.,On,suspendre,le whist,sept heures,1872-10-02-19-00,,,precedent_context,sonnaient,sept heures sonnaient,1872-12-21-07-00,,,precedent_context,sonnaient,1872-10-02-19,1872-12-21-07,temps_different
6290 || 6291 || _,3,129,273,On offrit à Mr. Fogg de suspendre le whist afin qu' il pût faire ses préparatifs de départ.,il,pût,,sept heures,1872-10-02-19-00,,,precedent_context,sonnaient,sept heures sonnaient,1872-12-21-07-00,,,precedent_context,sonnaient,1872-10-02-19,1872-12-21-07,temps_different
6290 || 6292 || 6294,3,129,273,On offrit à Mr. Fogg de suspendre le whist afin qu' il pût faire ses préparatifs de départ.,il,faire,ses préparatifs de départ,sept heures,1872-10-02-19-00,,,precedent_context,sonnaient,sept heures sonnaient,1872-12-21-07-00,,,precedent_context,sonnaient,1872-10-02-19,1872-12-21-07,temps_different
_ || 6305 || 6308,3,130,274,"«Je suis toujours prêt!» répondit cet impassible gentleman, et donnant les cartes:",,répondit,cet impassible gentleman,sept heures,1872-10-02-19-00,,,precedent_context,sonnaient,sept heures sonnaient,1872-12-21-07-00,,,precedent_context,sonnaient,1872-10-02-19,1872-12-21-07,temps_different
_ || 6311 || 6313,3,130,274,"«Je suis toujours prêt!» répondit cet impassible gentleman, et donnant les cartes:",,donnant,les cartes,sept heures,1872-10-02-19-00,,,precedent_context,sonnaient,sept heures sonnaient,1872-12-21-07-00,,,precedent_context,sonnaient,1872-10-02-19,1872-12-21-07,temps_different
6316 || 6317 || 6318,3,131,275,"«Je retourne carreau, dit -il.",Je,retourne,carreau,sept heures,1872-10-02-19-00,,,precedent_context,sonnaient,sept heures sonnaient,1872-12-21-07-00,,,precedent_context,sonnaient,1872-10-02-19,1872-12-21-07,temps_different
6321 || 6320 || _,3,131,275,"«Je retourne carreau, dit -il.",-il,dit,,sept heures,1872-10-02-19-00,,,precedent_context,sonnaient,sept heures sonnaient,1872-12-21-07-00,,,precedent_context,sonnaient,1872-10-02-19,1872-12-21-07,temps_different
_ || 6326 || _,3,131,276,"À vous de jouer, monsieur Stuart.",,jouer,,sept heures,1872-10-02-19-00,,,precedent_context,sonnaient,sept heures sonnaient,1872-12-21-07-00,,,precedent_context,sonnaient,1872-10-02-19,1872-12-21-07,temps_different
6337 || 6342 || 6344,4,132,278,"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,gagné,une vingtaine de guinées,à sept heures vingt-cinq,1872-10-02-19-00,,,ud_scope_anchor,prit,à sept heures vingt-cinq,1872-12-21-07-25,,,ud_scope_anchor,prit,1872-10-02-19,1872-12-21-07-25,temps_different
6337 || 6342 || 6348,4,132,278,"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,gagné,au whist,à sept heures vingt-cinq,1872-10-02-19-00,,,ud_scope_anchor,prit,à sept heures vingt-cinq,1872-12-21-07-25,,,ud_scope_anchor,prit,1872-10-02-19,1872-12-21-07-25,temps_different
